731,Shark Bite ESB,Tied House,Y
732,Pine Mt. Pilsner,Deschutes,Y
733,South Park Blonde,21st Amendment,Y
734,Double IPA,21st Amendment,Y
735,North Star Red,21st Amendment,Y
736,Stout,21st Amendment,Y
737,Tipperary Pale Ale,Moylan's,Y
738,Phat Quail Ale,E.J. Phair,Y
739,English IPA,Kelley Bros.,Y
740,Double Daddy IIPA,Speakeasy,Y
741,Rip Curl,Full Sail,Y
742,I.P.A,Hook&Ladder,Y
743,oktoberfest,Kostriker,Y
744,Oktoberfest,Hacker-Pschorr,Y
745,Oktoberfest,Kelley Bros.,Y
746,Kolsch,Black Diamond,Y
747,Harvest,E.J. Phair,Y
748,Irish Stout,Rubicon,Y
749,Harvest Time,Russian River,Y
750,Faceoff Red,Tied House,Y
751,Jolly Roger '02,Drake's,Y
752,Barley Wine,Rubicon,Y
753,Christmas '02,Anchor,Y
754,Winterbraun,Lost Coast,Y
755,Black Hook Nitro,Red Hook,Y
756,Stouter,E.J. Phair,Y
757,Red Rocket,Bear Republic,Y
758,Hop Rod Rye,Bear Republic,Y
759,Heritage Scottish Ale,Bear Republic,Y
760,Racer 5 IPA,Bear Republic,Y
761,Big Mac's Strong Ale,Marin,Y
762,Porter,Kelley Bros.,Y
763,Pale Ale,Stoddard's,Y
764,ESB,Stoddard's,Y
765,Holiday Ale,Stoddard's,Y
766,Porter,Stoddard's,Y
767,MacFrost,Portland,Y
768,Extra Pale,Bear Republic,Y
769,5th Tower,Kelley Bros.,Y
770,I.P.A.,Stoddard's,Y
771,Nut Brown Ale,Rogue,Y
772,Big Bear Stout,Bear Republic,Y
773,Sammy's Strong Ale,Bear Republic,Y
774,Steep Trail Amber,Black Diamond,Y
775,Ashbury Alt,Magnolia,Y
776,Blonde Ale,Bulldog,Y
777,Hefeweizen,Bulldog,Y
778,IPA,Bulldog,Y
779,Amber,Bulldog,Y
780,Peter Brown Tribute,Bear Republic,Y
781,Old Ale,Lagunitas,Y
782,Gruit,Weekapaug,Y
783,Spring Fest,Kelley Brothers,Y
784,Belgian Double,Drake's,Y
785,Old World Ale,E.J. Phair,Y
786,Tiburon Blonde,Marin,Y
787,Belgian Triple,Black Diamond,Y
788,Unfiltered Wheat,Moylan's,Y
789,El Oso Lager,Bear Republic,Y
790,Blue Paddle Pilsner,New Belgium,Y
791,Sunshine Wheat,New Belgium,Y
792,1554 Black Ale,New Belgium,Y
793,Gold,Black Diamond,Y
794,Oatmeal Stout,Kelley Bros.,Y
795,Kalifornia Kolsch,Magnolia,Y
796,Wit,Drake's,Y
797,Mai Bock,Rubicon,Y
798,Stout,Stoddard's,Y
799,Alt,Marin,Y
800,Barley Wine,Old Crustacean,Y
801,Hefeweizen,Bear Republic,Y
802,Gripman's Porter,San Francisco,Y
803,Unblonde Ale,Magnolia,Y
804,E. B. K. S. IPA,Tied House,Y
805,Golden,Bear Republic,Y
806,North Beach Ale,San Francisco,Y
807,Rose Bud Ale,Rubicon,Y
808,No. 10,Lagunitas,Y
809,Blonde,Kelley Bros.,Y
810,Scottish Mild,Black Diamond,Y
811,Stout of Circumstance,Magnolia,Y
812,Special Bitter (N2),Moylan's,Y
813,Pale Ale,Wolaver's,Y
814,Drop Top Amber,Widmer,Y
815,Decimator,Lagunitas,Y
816,Weiss,Portland,Y
817,Homegrown Ale,Moonlight,Y
818,E.S.B.,Bear Republic,Y
819,Old #38 Stout (N2),North Coast,Y
820,Three Monk's Pale,Kelley Bros.,Y
821,Belgian Blonde,Black Diamond,Y
822,Seventh Anniversary,Stone,Y
823,Harvest,EJ Phair,Y
824,Swarzbeir,E.J. Phair,Y
825,Black Point Porter,Moylan's,Y
826,Kolsch,Stoddard's,Y
827,Late Harvest,Bear Republic,Y
828,Rye Pale Ale,Bear Republic,Y
829,India Wheat Ale,Magnolia,Y
830,Gingerbread Ale,Bison,Y
831,Imperial Stout,Old Yeltsin,Y
832,Winter Warmer '03,EJ Phair,Y
833,Mulltied,Tied House,Y
834,Barley Wine,Lost Coast,Y
835,Vanilla Cream Porter,Hoptown,Y
836,Jolly Roger '03,Drake's,Y
837,Barley Wine,Black Diamond,Y
838,Doppel Weizen,Marin,Y
839,Scotch Ale,Stoddard's,Y
840,Belgian Ale,Bear Republic,Y
841,Hop Damn IPA,Kelley Bros.,Y
842,St. Rogue Red,Rogue,Y
843,Porter,Black Diamond,Y
844,Belgian Tripel,Black Diamond,Y
845,Old Combine Lager,Moonlight,Y
846,Belgian Amber,Moonlight,Y
847,Old Guardian (10oz),Stone,Y
848,Pilsner,Rubicon,Y
849,Belgian Tripel,Marin,Y
850,English Pale,Rubicon,Y
851,Kolsch,Ross Valley,Y
852,Wheat,Ross Valley,Y
853,IPA,Ross Valley,Y
854,Red Ale,Ross Valley,Y
855,Cinder Cone Red,Deschutes,Y
856,Blonde Ale,Blue Frog,Y
857,IPA,Blue Frog,Y
858,Red Ale,Blue Frog,Y
859,Stout,Blue Frog,Y
860,American Wheat,Third Street,Y
861,Pale Ale,Third Street,Y
862,Marzen,Third Street,Y
863,Porter,Third Street,Y
864,Ropewalk,Bridgeport,Y
865,Porter,Ross Valley,Y
866,XX IPA,Moonlight,Y
867,Redemption Belgian,Russian River,Y
868,Beerocracy,Russian River,Y
869,Red Ale,Bison,Y
870,Blonde Bock,Gordon Biersch,Y
871,Dark Wheat,Black Diamond,Y
872,Dave's Double Brown,E.J. Phair,Y
873,Insubordination Red Ale,Moonlight,Y
874,Little White Lie,Russian River,Y
875,Nitro Porter,Bear Republic,Y
876,Pilsner,Redwood Coast,Y
877,Belgian White,Blue Moon,Y
878,Fire Rock Pale Ale,Kona Brewing,Y
879,Irish Ale,Smithwick's,Y
880,Salvation Belgian,Russian River,Y
881,Pale Ale,Schooner's,Y
882,Motorboat IPA,Schooner's,Y
883,Irish Red,Schooner's,Y
884,IPA,Black Diamond,Y
885,American Wheat,Black Diamond,Y
886,Summer Ale,Anchor,Y
887,Pale Ale,Redwood Coast,Y
888,Brother David's Triple (10oz),A.V.,Y
889,Oatmeal Stout,Bear Republic,Y
890,ESB (N2),Moylan's,Y
891,Longboard Lager,Kona Brewing,Y
892,Pilsner,Stoddard's,Y
893,Mountain Harvest,Snowshoe,Y
894,Baritone Red Ale,Moonlight,Y
895,Hefeweizen,Hofbrau Haus,Y
896,Oktoberfest,Hofbrau Haus,Y
897,Rye,Tied House,Y
898,Up in Smoke,Bear Rebublic,Y
899,Quivering Quail,E.J. Phair,Y
900,Sac-Squatch,Sac. Brewing Co.,Y
901,Red Horse Ale,Sac. Brewing Co.,Y
902,IPA,Sac. Brewing Co.,Y
903,Phly PA,EJ Phair,Y
904,Jolly Roger '04,Drake's,Y
905,Old Blarney Barleywine,Moylan's,Y
906,White Xmas,Moylan's,Y
907,Xmas,Butte Creek,Y
908,Elfin' Ale,Black Diamond,Y
909,Polar Express,Bear Republic,Y
910,Xmas '04,Anchor,Y
911,Winterfest,Kelley Bros.,Y
912,Hefeweizen,Rubicon,Y
913,Abbey Ale,Marin,Y
914,ESB,Marin,Y
915,Dubbel,Black Diamond,Y
916,Mild,Magnolia,Y
917,Accelerator,Bear Republic,Y
918,Rye,E.J. Phair,Y
919,Purple Haze,Abita,Y
920,Turbodog Brown,Abita,Y
921,Pilsner,Trumer,Y
922,Titanium Strong Pale,Triple Rock,Y
923,Bug Juice Pale,Triple Rock,Y
924,Tree Frog Scotch Amber,Triple Rock,Y
925,A-pex IPA,Bear Republic,Y
926,Pale Ale,Flying Dog,Y
927,Scotch Porter,Flying Dog,Y
928,Barley Wine,Schooner's,Y
929,Pale Ale,Firestone,Y
930,Free Style Belgian Blonde,Black Diamond,Y
931,Pliny the Younger,Russian River,Y
932,Irish Red,Murphy's,Y
933,IPA,Alaskan,Y
934,Four Malt Ale,Full Sail,Y
935,Wild Rice Ale,Black Diamond,Y
936,Mt Shasta Pale,Butte Creek,Y
937,Double Vision IPA,Moonlight,Y
938,I Dunno Red Ale,Moonlight,Y
939,ESB,Russian River,Y
940,Parking Violation Pale,Russian River,Y
941,Chocolate Stout,Kelley Bros.,Y
942,Alehouse IPA,E.J. Phair,Y
943,Biere De Mars,New Belgium,Y
944,Red Tail Lager,Mendocino,Y
945,Pilsner,Sierra Nevada,Y
946,Moose Drool Brown,Big Sky,Y
947,Erudition Saison,Russian River,Y
948,IPAX,Triple Rock,Y
949,Porter,Firestone,Y
950,Double Barrel Ale,Firestone,Y
951,Lager,Firestone,Y
952,California IPA,Kelley Bros.,Y
953,Red Rock Ale,Triple Rock,Y
954,Maduro Porter,Coast Range,Y
955,Imperial Stout,Coast Range,Y
956,Old Thumper,Shipyard,Y
957,Summer Solstice,Anderson Valley,Y
958,Punchy's Pilsner,Triple Rock,Y
959,Warrior IPA,Drake's,Y
960,1500 Pale Ale,Drake's,Y
961,Nuevo Noir,Lagunitas,Y
962,Calcutta 420 IPA,Coast Range,Y
963,JC Flyer IPA,Iron Springs,Y
964,Epiphany Red,Iron Springs,Y
965,Kent Lake Kolsch,Iron Springs,Y
966,Pale,Iron Springs,Y
967,Renaissance Stout,Lagunitas,Y
968,Denogginizer,Drake's,Y
969,Racer X,Bear Republic,Y
970,Cerveza California,Tied House,Y
971,Harvest,Coast Range,Y
972,Cappuccino Stout,Lagunitas,Y
973,Octoberfest*,Schooner's,Y
974,Octoberfest,Iron Springs,Y
975,Pinnacle Pale,Triple Rock,Y
976,Deuce Imperial IPA,El Toro,Y
977,Extra Hoppy Poppy,El Toro,Y
978,Gena's Honey Blonde,El Toro,Y
979,Dragon Fly Ginger,Sudwerk,Y
980,Jolly Roger '90,Drake's,Y
981,Pale,English Ales,Y
982,Black Prince Porter,English Ales,Y
983,Dragon Slayer IPA,English Ales,Y
984,Fat Lip Amber Ale,English Ales,Y
985,Monk's Brown,English Ales,Y
986,Snowplow,Widmer,Y
987,Nitro Stout,Iron Springs,Y
988,Christmas '05,Anchor,Y
989,I.P.A.,Farmhouse,Y
990,Dragon's Milk Brown,Triple Rock,Y
991,YO' Winterbrew,El Toro,Y
992,Quivering Quail '05,E.J. Phair,Y
993,Coffee Stout,Drake's,Y
994,St. Humulus Pale,Moonlight,Y
995,David's Double Abbey (10oz),Anderson Valley Brother,Y
996,Jolly Roger '05,Drake's,Y
997,Reindeer Ale,Triple Rock,Y
998,Black Rock Porter,Triple Rock,Y
999,Stonehenge Stout,Triple Rock,Y
1000,Franklin's Legacy,Triple Rock,Y
1001,Chazz Cat Rye,Iron Springs,Y
1002,Old School IPA,Bear Republic,Y
1003,Monkey Knife Fight Pale,Rubicon,Y
1004,Imperial Stout,Drake's,Y
1005,Double Cross-eyed IPA (10oz),EJ Phair,Y
1006,River Otter Alt,Sac. Brewing,Y
1007,Hayloft Pilsner,Farmhouse,Y
1008,Double IPA,Mad River,Y
1009,Imperial Stout,Sac. Brewing,Y
1010,Hopsicle,Moylan's,Y
1011,Perdition Belgian,Russian River,Y
1012,Pale Ale,Hoptown,Y
1013,10 Year Bock,Hoptown,Y
1014,Munich Lager,Hacker-Pschorr,Y
1015,Twisted Thistle IPA,Belhaven,Y
1016,Whoamback Imp. IPA,Drake's,Y
1017,Lager,English Ales,Y
1018,Amber,Eel River,Y
1019,I.P.A.,Eel River,Y
1020,Porter,Eel River,Y
1021,Extra Pale,Eel River,Y
1022,Off Kilter Scottish,E.J. Phair,Y
1023,Inversion IPA,Deschutes,Y
1024,Prospector XP,Snowshoe,Y
1025,American Cream Ale,Schooner's,Y
1026,Black Bart Stout,Bear Republic,Y
1027,Old Joe's,Tied House,Y
1028,Oak Aged Arrogant Bastard,Stone,Y
1029,Smoked Porter,Stone,Y
1030,Ruination IPA,Stone,Y
1031,Blonde Ale,Bear Republic,Y
1032,Independence Ale,Sac. Brewing,Y
1033,Imperial IPA,Butte Creek,Y
1034,Summit IPA,E.J. Phair,Y
1035,Summit IPA,Drake's,Y
1036,Darkstar Mild,Magnolia,Y
1037,Kolsch,Farmhouse,Y
1038,Duplicate IPA,Bear Republic,Y
1039,Two Tractor Ale,Farmhouse,Y
1040,Mocha Porter,Rogue,Y
1041,Torpedo IPA,Sierra Nevada,Y
1042,IPA,Big Sky,Y
1043,Sirius Ale,Lagunitas,Y
1044,Luau Lager,Waimea Bay,Y
1045,Pale,Waimea Bay,Y
1046,California Lager,Schooner's,Y
1047,Rockhouse IPA,Farmhouse,Y
1048,Scape Goat Pale,Big Sky,Y
1049,Farm Fresh Harvest,Farmhouse,Y
1050,Oktoberfest Weizen,Erdinger,Y
1051,Brew 66 Lager,English Ales,Y
1052,Freak Out Ale,Lagunitas,Y
1053,Century IPA,Triple Rock,Y
1054,Triple B,English Ales,Y
1055,Meyer ESB,Thirsty Bear,Y
1056,Vanilla Gold,Thirsty Bear,Y
1057,Oktobearfest,Thirsty Bear,Y
1058,IPA,Thirsty Bear,Y
1059,Porter,Thirsty Bear,Y
1060,Wedding Wit,Drake's,Y
1061,Quivering Quail '06,EJ Phair,Y
1062,Powder Hound,Big Sky,Y
1063,X-mas '06,Anchor,Y
1064,Jolly Roger 06,Drake's,Y
1065,Vesuvius Belgian,Full Sail,Y
1066,Brown Ale,Drake's,Y
1067,East Side ESB,Bison,Y
1068,Summit IPA,Bison,Y
1069,Chocolate Stout,Bison,Y
1070,Stout,Schooner's,Y
1071,Winter Warmer,Coast Range,Y
1072,Hefeweizen,Hacker-Pschorr,Y
1073,Holiday Spice Ale,Bear Republic,Y
1074,Hefe Weizen,Blue Frog,Y
1075,Wassail,Blue Frog,Y
1076,Big DIPA,Blue Frog,Y
1077,Pale,FireHouse,Y
1078,Pipeline Porter,Kona Brewing,Y
1079,Rebellion,Bear Republic,Y
1080,Wreck the Halls,Full Sail,Y
1081,Hefeweizen,FireHouse,Y
1082,Red Ale,FireHouse,Y
1083,Scotch Ale,FireHouse,Y
1084,Double I.P.A.,FireHouse,Y
1085,Cranberry Wheat,Hoptown,Y
1086,Aud Blonde,Russian River,Y
1087,Blonde,Blue Frog,Y
1088,Belgian Wit,Schooner's,Y
1089,Marzen,Schooner's,Y
1090,Avalanche IPA,Schooner's,Y
1091,Irish Stout,Schooner's,Y
1092,Slipknot Imp. IPA,Full Sail,Y
1093,Reserve Pale Ale,Widmer,Y
1094,Punched In The Eye P.A.,Triple Rock,Y
1095,Danny's Irish Red,Moylan's,Y
1096,Hopyard Pale,Drake's,Y
1097,Hop Juice,Left Coast,Y
1098,Hop Salad,Drake's,Y
1099,I2PA,Rogue,Y
1100,Pete's Pilsner,Tied House,Y
1101,Pale Ale,Stone,Y
1102,GnarlyWine (2006),Lagunitas,Y
1103,Lucky 13,Lagunitas,Y
1104,Vapor Common,Blue Frog,Y
1105,Hobgoblin,Wychwood,Y
1106,Late Afternoon Brown,Moonlight,Y
1107,Holy grAIL,Black Sheep,Y
1108,Longhammer IPA,Red Hook,Y
1109,Stone Fence Porter,Farmhouse,Y
1110,Rye-Zome Rye P. A.,EJ Phair,Y
1111,Extra Pale,Green Flash,Y
1112,Nut Brown,Green Flash,Y
1113,West Coast IPA,Green Flash,Y
1114,Imperial IPA,Green Flash,Y
1115,Barleywine,Green Flash,Y
1116,Twilight Ale,Deschutes,Y
1117,Lake Alpine Amber,Snowshoe,Y
1118,Mai Bock,Thirsty Bear,Y
1119,Buzzsaw Brown,Deschutes,Y
1120,Organic Pilsner,Butte Creek,Y
1121,Golden Cask,English Ales,Y
1122,Fat Lip Cask,English Ales,Y
1123,IPA Cask,English Ales,Y
1124,Porter Cask,English Ales,Y
1125,Greenhouse Lager,Bear Republic,Y
1126,Scotch Ale,Farmhouse,Y
1127,Golden Ale,English Ales,Y
1128,Johnny Bravo,E.J. Phair,Y
1129,Bravo IPA,Russian River,Y
1130,Bravo IPA,Drake's,Y
1131,Bravo IPA,Firehouse,Y
1132,UnderCover Shut-Down Ale,Lagunitas,Y
1133,Reba Red,Snowshoe,Y
1134,I.P.A.,FireHouse,Y
1135,Bravo IPA,Bison,Y
1136,ESB,Rubicon,Y
1137,Anniversary Ale,Sierra Nevada,Y
1138,Hop On Board IPA,E.J. Phair,Y
1139,Bravo Rebellion IPA,Bear Republic,Y
1140,Export Stout,Schooner's,Y
1141,Polar Cap Lager,Thirsty Bear,Y
1142,Wheat,Mendocino,Y
1143,Hefeweizen,Gordon Biersch,Y
1144,Last Stand IIIPA,Drake's,Y
1145,Nitro IPA,Drake's,Y
1146,Rye-Barleywine,Drake's,Y
1147,Saison,Farmhouse,Y
1148,Oktoberfest,Warsteiner,Y
1149,Oktoberfest,Firehouse,Y
1150,Apricot Wheat,Schooner's,Y
1151,Oktoberfest,Mendocino,Y
1152,Oaktoberfest,Firestone,Y
1153,Paint The Town Red Nitro,Hoptown,Y
1154,Brown Ale,Sudwerk,Y
1155,IPA,Sudwerk,Y
1156,Wett Hopped I.P.A,Anderson Valley,Y
1157,Imperial Red,Lagunitas,Y
1158,I.P.A.,Avery,Y
1159,Abbey Dubbel,Firehouse,Y
1160,Hop Stoopid,Lagunitas,Y
1161,Imperial Hefeweizen,Pyramid,Y
1162,White Rascal,Avery,Y
1163,Belgian Dark,Drake's,Y
1164,Siberian Night Stout,Farmhouse,Y
1165,Ramsay's ESB,Farmhouse,Y
1166,Union Jack IPA,Firestone,Y
1167,Pilsner,Radeberger,Y
1168,Double Bastard (10oz),Stone,Y
1169,Farmhouse,Lagunitas,Y
1170,Christmas 2007,Anchor,Y
1171,Jolly Roger 2007,Drake's,Y
1172,Mothership Wit,New Belgium,Y
1173,2 Below Winter,New Belgium,Y
1174,Quivering Quail '07,E.J. Phair,Y
1175,Winter Lager,Sam Adams,Y
1176,Oatmeal Stout,Schooner's,Y
1177,Kill Ugly Radio,Lagunitas,Y
1178,London Porter,Rubicon,Y
1179,Old Diablo Barley Wine,Schooner's,Y
1180,Winterspice,Bear Republic,Y
1181,Monterey Bay Wheat,English Ales,Y
1182,Chocolate Porter,Lost Coast,Y
1183,8 Ball Stout,Lost Coast,Y
1184,Doppel Bock,Thirsty Bear,Y
1185,Kozlov Nitro Stout,Thirsty Bear,Y
1186,Winterfest,Snowshoe,Y
1187,ESB,Sierra Nevada,Y
1188,20th An. Imp. IPA,Anderson Valley,Y
1189,Barleywine,Anderson Valley,Y
1190,Irish Stout,E.J. Phair,Y
1191,Dry Irish Stout,Black Diamond,Y
1192,Scotch Ale,Lost Coast,Y
1193,Hefeweizen,Santa Cruz Aleworks,Y
1194,Pale Ale,Santa Cruz Aleworks,Y
1195,IPA,Santa Cruz Aleworks,Y
1196,Tire Bite Golden,Flying Dog,Y
1197,Imperial Russian Stout (10oz),Stone,Y
1198,Spring Fever,Bear Republic,Y
1199,Oregon Sun,Bear Republic,Y
1200,Frankenwine,Drake's,Y
1201,Hefeweizen,Blue Hawaiian,Y
1202,Honey Rasberry Ale,Spanish Peaks,Y
1203,Maibock,Hofbrau Haus,Y
1204,Maibock,Mendocino,Y
1205,Dunkel Weizen,Gordon Biersch,Y
1206,Chupacabras Pale Ale,Cucapa,Y
1207,Tangerine Wheat,Lost Coast,Y
1208,Springboard Ale,New Belgium,Y
1209,Southern Hemisphere Harvest,Sierra Nevada,Y
1210,Black Bear Swarzbeir,Thirsty Bear,Y
1211,Pale Wheat Ale,Valley Brewing,Y
1212,London Tavern Mild,Valley Brewing,Y
1213,Summer I.P.A.,Valley Brewing,Y
1214,Old Headbanger,Valley Brewing,Y
1215,Blueberry Hefewiezen,Valley Brewing,Y
1216,Mai Bock,Blue Frog,Y
1217,Spring Fever,Bear Republic,Y
1218,Mai Bock,Firehouse,Y
1219,Valencia Street Wheat,Thirsty Bear,Y
1220,Centenial Hop Pale Ale,EJ Phair,Y
1221,Purple Mai Bock,Rubicon,Y
1222,Belgian Wit,Bear Republic,Y
1223,Skinny Dip,New Belgium,Y
1224,Hop Head Red,Green Flash,Y
1225,Summerfest,Snowshoe,Y
1226,Black Mamba,Bear Republic,Y
1227,Pilsner,Valley Brewing,N
1228,Summerfest,Samuel Adams,Y
1229,Batch 2000 Belgian Triple,Drake's,Y
1230,Out-to-lunch Blonde Ale,Moonlight,Y
1231,Lumpy Gravy,Lagunitas,Y
1232,Saison #1,Valley Brewing,Y
1233,Albino Python,Coney Island,Y
1234,I.P.A.,Valley Brewing,Y
1235,Sword Swallower,Coney Island,Y
1236,Lager,Coney Island,Y
1237,Honey Moon Summer Ale,Blue Moon,Y
1238,Ellies Brown Ale,Avery,Y
1239,Retrofit IPA,E.J. Phair,Y
1240,William Holdens Olden,Drake's,Y
1241,Black Lager,Drake's,Y
1242,Crystal Wheat,Pyramid,Y
1243,Old Chico Crystal Wheat,Sierra Nevada,Y
1244,Saison Du Bois,Santa Cruz,Y
1245,White Lightning American Wheat,Speakeasy,Y
1246,Bootlegger Black Lager,Speakeasy,Y
1247,MacDougall's Scotch Ale,Speakeasy,Y
1248,Hunter's Point Porter,Speakeasy,Y
1249,Oktoberfest-Marzen,Ayinger,Y
1250,Uberhoppy IIPA,Valley Brewing,Y
1251,Oak Aged Messiah Bold,Hebrew Brewing,Y
1252,Hop Sauce,Rubicon,Y
1253,Russian Imperial Stout,Valley Brewing,Y
1254,Hop Trip Pale,Deschutes,Y
1255,Le Freak,Green Flash,Y
1256,Crazy Ivan,Bear Republic,Y
1257,Harvest Moon Pumpkin,Blue Moon,Y
1258,Giddy Up!,New Belgium,Y
1259,Subliminal Ale,Moonlight,Y
1260,Freaktoberfest (10oz),Coney Island,Y
1261,Defenestration,Russian River,Y
1262,Double Draught Lager,Bear Republic,Y
1263,Just Go Shopping Lager,Moonlight,Y
1264,Wahoo Wheat,Ballast Point,Y
1265,Yellowtail Pale,Ballast Point,Y
1266,Calico Amber -N2,Ballast Point,Y
1267,Big Eye IPA,Ballast Point,Y
1268,Black Marlin Porter,Ballast Point,Y
1269,Bourbon Barrel Aged Shorty's,E.J. Phair,Y
1270,Deependers Dark Porter,Anderson Valley,Y
1271,Christmas '08,Anchor,Y
1272,Hopocalypse IIPA (green label),Drake's,Y
1273,Jolly Roger '08,Drake's,Y
1274,Weed Golden Ale,Mt. Shasta,Y
1275,Mountain High IPA,Mt. Shasta,Y
1276,Abner Weed Amber Ale,Mt. Shasta,Y
1277,Shastafarian Porter,Mt. Shasta,Y
1278,Quivering Quail '08,E.J. Phair,Y
1279,Jewbelation 12,Shmaltz,Y
1280,WinterBock,Gordon Biersch,Y
1281,Winter Ale,Blue Moon,Y
1282,Winter Whiteout,Snowshoe,Y
1283,Imperial IPA,Mendocino,Y
1284,Belgian-style Pale,EJ Phair,Y
1285,Dale's Pale Ale,Oskar Blues,Y
1286,Dragoons Irish Stout (N2),Moylan's,Y
1287,Double Kilt Lifter,Moylan's,Y
1288,Porter,Drake's,Y
1289,Mighty Arrow Pale,New Belgium,Y
1290,Red,Drake's,Y
1291,Unfiltered Amber,Pyramid,Y
1292,Olde Gnarlywine (10oz),Lagunitas,Y
1293,John Barleycorn (10oz),Mad River,Y
1294,Winter Wheatwine,Rubicon,Y
1295,Brewer's Droup Barleywine,Drake's,Y
1296,Barrel-aged Abacus,Firestone,Y
1297,Old Stock Ale (10oz),North Coast,Y
1298,Old Inventory Barleywine,Valley Brewing,Y
1299,Barleywine,Firehouse,Y
1300,Pete's House Ale,Drake's,Y
1301,Island Lager,Primo,Y
1302,Old Diablo Aged '08 (10oz),Schooner's,Y
1303,Rex Double IPA,Rubicon,Y
1304,Amber Ale,Napa Smith,Y
1305,Benediction Abbey Double,Russian River,Y
1306,Harvest Wheat,Lost Coast,Y
1307,Pale Ale,Lost Coast,Y
1308,Scotch Ale,Lost Coast,Y
1309,Raspberry Brown,Lost Coast,Y
1310,Drifter Pale Ale,Widmer,Y
1311,Rye,Drake's,Y
1312,Irish Cream Ale (N2),Wexford,Y
1313,Watermelon Wheat,21st Amendment,Y
1314,Sticke Alt,Iron Springs,Y
1315,Mama's Little Yella Pils,Oskar Blues,N
1316,Gordon Ale,Oskar Blues,Y
1317,Old Chub Scottish (N2),Oskar Blues,Y
1318,Pilsner,Napa Smith,Y
1319,Irish Red,Valley Brewing,Y
1320,Lost Dog Red Ale,Napa Smith,Y
1321,Black Robusto,Drake's,Y
1322,Hop Henge,Deschutes,Y
1323,Lil Opal,Firestone,Y
1324,IPA,21st Amendment,Y
1325,Imperial Porter,Black Diamond,Y
1326,Golden State of Mind Wit,Ale Industries,Y
1327,ESB (N2),Moylan's,Y
1328,Pale Ale,Napa Smith,Y
1329,Wheat,Napa Smith,Y
1330,Bonfire Porter,Napa Smith,Y
1331,Summer Ale,Samuel Adams,Y
1332,Double Dry I.P.A.,Drake's,Y
1333,Summer Honey,Big Sky,Y
1334,Untouchable Pale,Speakeasy,Y
1335,250 Anniversary Stout,Guinness,Y
1336,Au Naturale Blonde,Grand Teton,Y
1337,Bitch Creek ESB,Grand Teton,Y
1338,Sweetgrass American Pale,Grand Teton,Y
1339,XX Bitch Creek ESB,Grand Teton,Y
1340,Lost Continent Dbl IPA,Grand Teton,Y
1341,Mirror Mirror Barleywine,Deschutes,Y
1342,Red Chair N.W.P.A.,Deschutes,Y
1343,Blue Ribbon,Pabst,Y
1344,Sumpin' Sumpin' Ale,Lagunitas Little,Y
1345,Correction Ale,Lagunitas,Y
1346,Rum-Runner Rye,Speakeasy,Y
1347,Meaghan's Maibock,Firehouse,Y
1348,Belgian,Drake's,Y
1349,Porter,Napa Smith,Y
1350,Hopgarten Pilsner,Moylan's,Y
1351,Hell's Export Lager,Moylan's,Y
1352,Pomegranate Wheat,Moylan's,Y
1353,Rye'd Piper,Ale Industries,Y
1354,Double Trouble IPA,Lost Coast,Y
1355,Bock,Valley Brewing,Y
1356,De Zomer Blonde Belgian,Drake's,Y
1357,Aroma Coma IPA,Drake's,Y
1358,Dry Stout (N2),Drake's,Y
1359,Mai Bock,Schooner's,Y
1360,Bass Ackward IPA,Drake's,Y
1361,Juggernaut Red Ale,Pyramid,Y
1362,Special Saison,Black Diamond,Y
1363,Hops on Rye,Firehouse,Y
1364,Black Butte XXI Imp. Porter,Deschutes,Y
1365,Baltic Porter,Firehouse,Y
1366,Witty Monk Belgian Wheat,Marin,Y
1367,Dirty Blonde Belgian,Marin,Y
1368,Star Brew,Marin,Y
1369,Octoberfest,Snowshoe,Y
1370,Festbier,Weihenstephan,Y
1371,Hoptober Golden Ale,New Belgium,Y
1372,White Ale,Alaskan,Y
1373,Common Lager,Linden Street,Y
1374,Burning Oak Black Lager,Linden Street,Y
1375,Pumpkin Ale,Shipyard,Y
1376,Human Blockhead,Coney Island,Y
1377,Oatmeal Stout,Santa Cruz,Y
1378,Autumn Lager,Mendocino,Y
1379,Artemis Gruit (unhopped),Moonlight,Y
1380,X-Mas '09,Anchor,Y
1381,Brown Saison,Sierra Nevada,Y
1382,Estate Homegrown,Sierra Nevada,Y
1383,Limb & Life (10oz),Sierra Nevada,Y
1384,Life & Limb (10oz),Sierra Nevada,Y
1385,Abyss Stout (10oz),Deschutes,Y
1386,Dandelion Ale,New Belgium,Y
1387,Back In Black,21st Amendment,Y
1388,Hefeweizen,Firestone Walker,Y
1389,Sublimely Self Righteous,Stone,Y
1390,Uber Abbey,Valley Brewing,Y
1391,Denise's Cask Barley Wine,Moylan's,Y
1392,Christmas Spiced Lager,Moylan's White,Y
1393,Fresh Hop Harvest IPA,Moylan's,Y
1394,Corkscrew,English Ales,Y
1395,Vertical Epic,Stone,Y
1396,Messiah Bold Brown,Shmaltz,Y
1397,Jewbelation 13,Shmaltz,Y
1398,Rejewvenator 09,Shmaltz,Y
1399,Origin Ale,Shmaltz,Y
1400,90 Minute I.P.A.,Dogfish Head,Y
1401,Porter,Moylan's,Y
1402,Humming Pale,Anchor,Y
1403,Decandent Darkness,Valley Brewing,Y
1404,West Ridge Winter Ale,Snowshoe,Y
1405,Ol' Moe Porter,Rubicon,Y
